actors,actors_celebrity
"Hiroyuki Sanada, Jang Dong-gun, Chang Dong Gun, Cecilia Cheung, Nicholas Tse, Ye Liu, Liu Yeh, Hong Chen, Quian Bo, Yu Xiaowei, Qian Cheng, Li Jing, Jing Lili, Lei Shi, Xiaotong Guan","[('Hiroyuki Sanada', 139), ('Jang Dong-gun', 67), ('Chang Dong Gun', 0), ('Cecilia Cheung', 86), ('Nicholas Tse', 99), ('Ye Liu', 5), ('Liu Yeh', 12), ('Hong Chen', 12), ('Quian Bo', 0), ('Yu Xiaowei', 0), ('Qian Cheng', 6), ('Li Jing', 89), ('Jing Lili', 0), ('Lei Shi', 7), ('Xiaotong Guan', 0)]"
"Aimee Chaffin, Angela Jones, Damon Jones, David Lee Wilson, Dave Oren Ward, Davidlee Willson, Anna Padgett, Dan Weene, Anne Zupa, Brandon Slater, Jason Posey, Elexa Williams, Lynn Dunn","[('Aimee Chaffin', 0), ('Angela Jones', 34), ('Damon Jones', 48), ('David Lee Wilson', 18), ('Dave Oren Ward', 24), ('Davidlee Willson', 0), ('Anna Padgett', 0), ('Dan Weene', 0), ('Anne Zupa', 0), ('Brandon Slater', 16), ('Jason Posey', 0), ('Elexa Williams', 0), ('Lynn Dunn', 0)]"
"Victor Almanzar, Elizabeth Rodriguez, David Zayas, Julia Stiles, John Leguizamo, Shirley Rumierk, Mike Carlsen, Goya Robles, Robin De Jesus, Dominic Colón, Smarlin Hernandez, Kareem Savinon","[('Victor Almanzar', 0), ('Elizabeth Rodriguez', 48), ('David Zayas', 67), ('Julia Stiles', 129), ('John Leguizamo', 183), ('Shirley Rumierk', 14), ('Mike Carlsen', 0), ('Goya Robles', 0), ('Robin De Jesus', 47), ('Dominic Colón', 0), ('Smarlin Hernandez', 0), ('Kareem Savinon', 0)]"
"Glenn Close, Anne Hathaway, Jim Belushi, Patrick Warburton, Anthony Anderson, David Ogden Stiers, Xzibit, Chazz Palminteri, Andy Dick, Cory Edwards, Benjy Gaither","[('Glenn Close', 310), ('Anne Hathaway', 309), ('Jim Belushi', 131), ('Patrick Warburton', 87), ('Anthony Anderson', 103), ('David Ogden Stiers', 113), ('Xzibit', 144), ('Chazz Palminteri', 88), ('Andy Dick', 97), ('Cory Edwards', 49), ('Benjy Gaither', 0)]"
"Josh Lucas, Derek Luke, Emily Deschanel, Austin Nichols, Jon Voight, Evan Jones, Tatyana M. Ali, Mehcad Brooks, Alphonso McAuley, Tatyana Ali, Damaine Radcliff, Al Shearer, Kim Wall, Mitch Eakins, Kip Weeks, Red West, Sam Jones III, James Olivard, Schin S. Kerr, Schin A.S. Kerr, Alejandro Hernández","[('Josh Lucas', 91), ('Derek Luke', 80), ('Emily Deschanel', 113), ('Austin Nichols', 59), ('Jon Voight', 205), ('Evan Jones', 45), ('Tatyana M. Ali', 116), ('Mehcad Brooks', 66), ('Alphonso McAuley', 22), ('Tatyana Ali', 116), ('Damaine Radcliff', 32), ('Al Shearer', 26), ('Kim Wall', 64), ('Mitch Eakins', 8), ('Kip Weeks', 0), ('Red West', 64), ('Sam Jones III', 37), ('James Olivard', 0), ('Schin S. Kerr', 0), ('Schin A.S. Kerr', 26), ('Alejandro Hernández', 7)]"
"Alyson Hannigan, Adam Campbell, Jennifer Coolidge, Tony Cox, Fred Willard, Eddie Griffin, Sophie Monk, Marie Matiko, Meera Simhan, Judah Friedlander, Carmen Electra, Mauricio Sanchez, Beverly Polcyn, Valery M. Ortiz, Charles Dell, Dana Seltzer, Tom Lenk, Charlie Dell, Scott Bridges, Tom Fitzpatrick, Susse Budde, Josh Meyers, Nadia Dina Ariqat, Nick Steele, Edward Moss, Jasen Salvatore, Diane Klimaszewski, Elaine Klimaszewski, Lil Jon, Michael Brooks, Worthie Meacham, Anthony Natale, Andrea Ferrell, Chris Harrison, Brittany Buckner, Worthie Meachem, Nancy Anderson, Nina Avetisova, Allison Kyler, Michelle Misty Lang, Connor Lewis, Joni Avery, Mark Chadwick, Jeff Danoff, Michell Misty Lang, Jinxers (Cat)","[('Alyson Hannigan', 128), ('Adam Campbell', 45), ('Jennifer Coolidge', 108), ('Tony Cox', 51), ('Fred Willard', 109), ('Eddie Griffin', 87), ('Sophie Monk', 85), ('Marie Matiko', 32), ('Meera Simhan', 23), ('Judah Friedlander', 49), ('Carmen Electra', 163), ('Mauricio Sanchez', 11), ('Beverly Polcyn', 28), ('Valery M. Ortiz', 37), ('Charles Dell', 26), ('Dana Seltzer', 0), ('Tom Lenk', 50), ('Charlie Dell', 15), ('Scott Bridges', 0), ('Tom Fitzpatrick', 20), ('Susse Budde', 10), ('Josh Meyers', 47), ('Nadia Dina Ariqat', 1), ('Nick Steele', 27), ('Edward Moss', 24), ('Jasen Salvatore', 0), ('Diane Klimaszewski', 21), ('Elaine Klimaszewski', 21), ('Lil Jon', 114), ('Michael Brooks', 55), ('Worthie Meacham', 0), ('Anthony Natale', 27), ('Andrea Ferrell', 27), ('Chris Harrison', 39), ('Brittany Buckner', 0), ('Worthie Meachem', 0), ('Nancy Anderson', 10), ('Nina Avetisova', 0), ('Allison Kyler', 0), ('Michelle Misty Lang', 0), ('Connor Lewis', 17), ('Joni Avery', 0), ('Mark Chadwick', 11), ('Jeff Danoff', 0), ('Michell Misty Lang', 14), ('Jinxers (Cat)', 0)]"
"Wilton Sekzer, Chalmers Johnson, William Solomon, Charles Lewis, Richard Perle, William Kristol, Karen Kwiatkowski, Joseph Ciricione, Susan Eisenhower, John S.D. Eisenhower, Anh Duong, Gwynne Dyer, John McCain, Gore Vidal","[('Wilton Sekzer', 0), ('Chalmers Johnson', 71), ('William Solomon', 20), ('Charles Lewis', 36), ('Richard Perle', 56), ('William Kristol', 60), ('Karen Kwiatkowski', 26), ('Joseph Ciricione', 0), ('Susan Eisenhower', 43), ('John S.D. Eisenhower', 10), ('Anh Duong', 41), ('Gwynne Dyer', 53), ('John McCain', 260), ('Gore Vidal', 242)]"
"Heath Ledger, Sienna Miller, Jeremy Irons, Oliver Platt, Lena Olin, Omid Djalili, Stephen Greif, Ken Stott, Phil Davies, Helen McCrory, Leigh Lawson, Tim McInnerny, Charlie Cox, Natalie Dormer, Philip Davis, Paddy Ward, Ben Moor, Adelmo Togliani, Lidia Biondi, Eugene Simon, Robert Levine, Lauren Cohan, Danielle Baker, Clive Riche, Marta Bellocchio, Adriano Iurissevich, Giorgio Bertan, Niall Buggy, Simonetta Bortolozzi, Francis Pardeilhan, Enzo Turrin, Carolina Levi, Paola Pessot, Elisabeth Riva, Monica Vallerini, Nicholas Raymond Capriati, Naike Rivelli, Sara Guerra, Marta Paola Richeldi, Giorgia Riccardi, Kristy Dibiccari, Jessica Seaton, Anna Gaia Marchioro, Lorenzo Felisatti, Roy Doliner, Silvia Nanni, Paolo De Giorgiro, Alessandro Bressanello, Katarina Volgyiova, Davide Bozzato, Catherine Gault, Renzo Martini, Laura Pigozzo, Federico Scridel, Manuella Massimi, Tommy Korberg, Bryan Korenberg, Bimba, Michael Novak, Sonny Kompanek","[('Heath Ledger', 152), ('Sienna Miller', 199), ('Jeremy Irons', 184), ('Oliver Platt', 97), ('Lena Olin', 117), ('Omid Djalili', 88), ('Stephen Greif', 36), ('Ken Stott', 51), ('Phil Davies', 20), ('Helen McCrory', 99), ('Leigh Lawson', 51), ('Tim McInnerny', 64), ('Charlie Cox', 78), ('Natalie Dormer', 84), ('Philip Davis', 63), ('Paddy Ward', 26), ('Ben Moor', 28), ('Adelmo Togliani', 29), ('Lidia Biondi', 42), ('Eugene Simon', 68), ('Robert Levine', 7), ('Lauren Cohan', 93), ('Danielle Baker', 11), ('Clive Riche', 22), ('Marta Bellocchio', 0), ('Adriano Iurissevich', 0), ('Giorgio Bertan', 12), ('Niall Buggy', 30), ('Simonetta Bortolozzi', 10), ('Francis Pardeilhan', 0), ('Enzo Turrin', 10), ('Carolina Levi', 2), ('Paola Pessot', 22), ('Elisabeth Riva', 2), ('Monica Vallerini', 0), ('Nicholas Raymond Capriati', 0), ('Naike Rivelli', 34), ('Sara Guerra', 9), ('Marta Paola Richeldi', 18), ('Giorgia Riccardi', 0), ('Kristy Dibiccari', 0), ('Jessica Seaton', 0), ('Anna Gaia Marchioro', 0), ('Lorenzo Felisatti', 0), ('Roy Doliner', 0), ('Silvia Nanni', 12), ('Paolo De Giorgiro', 0), ('Alessandro Bressanello', 28), ('Katarina Volgyiova', 0), ('Davide Bozzato', 0), ('Catherine Gault', 0), ('Renzo Martini', 26), ('Laura Pigozzo', 0), ('Federico Scridel', 0), ('Manuella Massimi', 0), ('Tommy Korberg', 91), ('Bryan Korenberg', 0), ('Bimba', 5), ('Michael Novak', 83), ('Sonny Kompanek', 0)]"
"Daniel Tay, Tom Baker, Robbie Williams, Jimmy Fallon, Jon Stewart, Bill Nighy, Jim Broadbent, Whoopi Goldberg, William H. Macy, Joanna Lumley, Chevy Chase, Judi Dench, Ray Winstone, Kylie Minogue, Lee Evans, Ian McKellen, Kevin Smith, Bill Hader, Cory Edwards, John Krasinski","[('Daniel Tay', 25), ('Tom Baker', 87), ('Robbie Williams', 227), ('Jimmy Fallon', 125), ('Jon Stewart', 142), ('Bill Nighy', 111), ('Jim Broadbent', 104), ('Whoopi Goldberg', 276), ('William H. Macy', 139), ('Joanna Lumley', 101), ('Chevy Chase', 120), ('Judi Dench', 215), ('Ray Winstone', 94), ('Kylie Minogue', 448), ('Lee Evans', 54), ('Ian McKellen', 194), ('Kevin Smith', 183), ('Bill Hader', 113), ('Cory Edwards', 49), ('John Krasinski', 132)]"
"Robert Stadlober, Kostja Ullmann, Alicja Bachleda-Curus, Tristano Casanova, Miriam Morgenstern, Marlon Kittel, Hanno Koffler, Hanno Koffer, Jürgen Tonkel, Alexa Maria Surholt, Jeff Fischer, Joseph M'Barek, Michael Wiesner, Benjamin Vilzmann, Elisabeth Hart, Laura Maire, Roman Storm, Tobias Vandieken","[('Robert Stadlober', 62), ('Kostja Ullmann', 58), ('Alicja Bachleda-Curus', 78), ('Tristano Casanova', 29), ('Miriam Morgenstern', 35), ('Marlon Kittel', 38), ('Hanno Koffler', 59), ('Hanno Koffer', 0), ('Jürgen Tonkel', 41), ('Alexa Maria Surholt', 21), ('Jeff Fischer', 20), (""Joseph M'Barek"", 27), ('Michael Wiesner', 17), ('Benjamin Vilzmann', 8), ('Elisabeth Hart', 9), ('Laura Maire', 35), ('Roman Storm', 8), ('Tobias Vandieken', 0)]"
"Craig Chester, Malcolm Gets, Parker Posey, Chris Kattan, Melinda Dillon, Julie Hagerty, Sally Kirkland, Cary Curran, Noah Segan, Jackie Beat, Mario Diaz, Lisa Frederickson, Sandy Martin, Michael Panes, Jennifer Echols, Paul Sand, Jack Guzman, Maxine Prescott, Augi Amarino, Brandon Miller, Augie Amarino, Steve Geary, La Na Shi, Todd Robert Anderson, Thomas Kopache, Nadya Ginsburg, Kristen Schaal, Dennis James Ignarra, Deb Lemen, David Pevsner, Justin Christopher, Shannon Robert Bowen, Viva Ruiz, Gregg Guinta, J. Todd Phillips, James Cavera, Linsey Bostwick","[('Craig Chester', 43), ('Malcolm Gets', 44), ('Parker Posey', 109), ('Chris Kattan', 64), ('Melinda Dillon', 84), ('Julie Hagerty', 60), ('Sally Kirkland', 80), ('Cary Curran', 0), ('Noah Segan', 45), ('Jackie Beat', 24), ('Mario Diaz', 15), ('Lisa Frederickson', 0), ('Sandy Martin', 40), ('Michael Panes', 35), ('Jennifer Echols', 25), ('Paul Sand', 35), ('Jack Guzman', 22), ('Maxine Prescott', 0), ('Augi Amarino', 0), ('Brandon Miller', 26), ('Augie Amarino', 0), ('Steve Geary', 11), ('La Na Shi', 0), ('Todd Robert Anderson', 0), ('Thomas Kopache', 45), ('Nadya Ginsburg', 10), ('Kristen Schaal', 84), ('Dennis James Ignarra', 0), ('Deb Lemen', 0), ('David Pevsner', 29), ('Justin Christopher', 6), ('Shannon Robert Bowen', 0), ('Viva Ruiz', 13), ('Gregg Guinta', 0), ('J. Todd Phillips', 0), ('James Cavera', 0), ('Linsey Bostwick', 0)]"
"Peter Mullan, Brenda Blethyn, Jamie Sives, Billy Boyd, Sean McGinley, Ron Cook, Jodhi May, Benedict Wong, Anne Marie Timoney, Shaun Dingwall, Tony Roper, Paul Ritter, Andrew MacLennan, James MacLennan, Irene Ann Burt, Nigel Lindsay, Stevie Hannan, Ann Scott-Jones, Michelle Rodley, Carolyn Calder, John Yule, Jay Manley, James Martin, Mark McDonnell, Robert Read","[('Peter Mullan', 75), ('Brenda Blethyn', 93), ('Jamie Sives', 53), ('Billy Boyd', 83), ('Sean McGinley', 16), ('Ron Cook', 44), ('Jodhi May', 72), ('Benedict Wong', 68), ('Anne Marie Timoney', 0), ('Shaun Dingwall', 30), ('Tony Roper', 16), ('Paul Ritter', 51), ('Andrew MacLennan', 0), ('James MacLennan', 23), ('Irene Ann Burt', 0), ('Nigel Lindsay', 28), ('Stevie Hannan', 0), ('Ann Scott-Jones', 0), ('Michelle Rodley', 0), ('Carolyn Calder', 31), ('John Yule', 11), ('Jay Manley', 0), ('James Martin', 9), ('Mark McDonnell', 12), ('Robert Read', 20)]"
"Maggie Cheung, Nick Nolte, James Dennis, Beatrice Dalle, Jeanne Balibar, Don McKellar, James Johnston, Martha Henry, Remi Martin, Laetitia Spigarelli, Tricky, Liz Densmore, David Roback, Emily Haines, Ian Brown, Laura Smet","[('Maggie Cheung', 131), ('Nick Nolte', 147), ('James Dennis', 9), ('Beatrice Dalle', 86), ('Jeanne Balibar', 109), ('Don McKellar', 77), ('James Johnston', 22), ('Martha Henry', 61), ('Remi Martin', 41), ('Laetitia Spigarelli', 23), ('Tricky', 129), ('Liz Densmore', 0), ('David Roback', 40), ('Emily Haines', 59), ('Ian Brown', 66), ('Laura Smet', 78)]"
"Al Pacino, Kitty Winn, Alan Vint, Richard Bright, Kiel Martin, Michael McClanathan, Warren Finnerty, Marcia Jean Kurtz, Raul Julia, Angie Ortega, Larry Marshall, Paul Mace, Nancy MacKay, Gil Rogers, Joe Santos, Paul Sorvino, Arnold Williams, Vic Ramano, Bryant Fraser, Dora Weissman, Sully Boyar, Florence Tarlow, Rutanya Alda, Anthony Palmer","[('Al Pacino', 226), ('Kitty Winn', 49), ('Alan Vint', 37), ('Richard Bright', 59), ('Kiel Martin', 34), ('Michael McClanathan', 0), ('Warren Finnerty', 37), ('Marcia Jean Kurtz', 31), ('Raul Julia', 142), ('Angie Ortega', 0), ('Larry Marshall', 34), ('Paul Mace', 25), ('Nancy MacKay', 23), ('Gil Rogers', 29), ('Joe Santos', 53), ('Paul Sorvino', 99), ('Arnold Williams', 29), ('Vic Ramano', 0), ('Bryant Fraser', 0), ('Dora Weissman', 10), ('Sully Boyar', 47), ('Florence Tarlow', 27), ('Rutanya Alda', 38), ('Anthony Palmer', 19)]"
"Jessica Biel, Chris Evans, Jason Statham, Joy Bryant, Kelli Garner, Isla Fisher, Dane Cook, Jeff Wolfe, Ned Bellamy, Lina Esco, Sophie Monk, Paula Patton, Kat Dennings, Antonio Munoz, Leelee Sobieski, Nicole Andrews","[('Jessica Biel', 254), ('Chris Evans', 158), ('Jason Statham', 127), ('Joy Bryant', 73), ('Kelli Garner', 57), ('Isla Fisher', 169), ('Dane Cook', 86), ('Jeff Wolfe', 9), ('Ned Bellamy', 45), ('Lina Esco', 42), ('Sophie Monk', 85), ('Paula Patton', 85), ('Kat Dennings', 198), ('Antonio Munoz', 84), ('Leelee Sobieski', 112), ('Nicole Andrews', 17)]"
"Cate Blanchett, Sam Neill, Hugo Weaving, Martin Henderson, Noni Hazlehurst, Joel Tobeck, Lisa McCune, Susie Porter, Nina Liu, Linda Cropper, Daniela Farinacci, Dustin Nguyen, Ferdinand Hoang, Anh Do, Jason Chong, Anthony Wong, Bic Runga, Natasha Beaumont, Lisa Bailey, Lan Tran, Westley Wong, Andrew Tran, Thi Lan Nguyen, Thi Ngoc Nga Nguyen, Penny Pederson, Jacqueline Mikhail, Ali Ammouchi, Anthony Phelan, Steve Vella, Rachel Aveling, Ian Roberts, Georgia Emerton, Alex Cook, Rebecca Bell, Sarah Patterson, Peter Tkacz, Lily Nguyen, John Nguyen, Terry Serio, Khiet Hoang, Jazz Ly, Sarah Woods, Amy Pedersen, Stella Ha Vi Do, Jon Sivewright, Rudi Tusik, Jessamie Dunton-Rose, Craig Forrest","[('Cate Blanchett', 297), ('Sam Neill', 150), ('Hugo Weaving', 130), ('Martin Henderson', 74), ('Noni Hazlehurst', 46), ('Joel Tobeck', 41), ('Lisa McCune', 31), ('Susie Porter', 38), ('Nina Liu', 32), ('Linda Cropper', 12), ('Daniela Farinacci', 20), ('Dustin Nguyen', 60), ('Ferdinand Hoang', 8), ('Anh Do', 52), ('Jason Chong', 11), ('Anthony Wong', 87), ('Bic Runga', 66), ('Natasha Beaumont', 21), ('Lisa Bailey', 12), ('Lan Tran', 0), ('Westley Wong', 0), ('Andrew Tran', 7), ('Thi Lan Nguyen', 0), ('Thi Ngoc Nga Nguyen', 0), ('Penny Pederson', 0), ('Jacqueline Mikhail', 0), ('Ali Ammouchi', 0), ('Anthony Phelan', 17), ('Steve Vella', 0), ('Rachel Aveling', 0), ('Ian Roberts', 6), ('Georgia Emerton', 0), ('Alex Cook', 15), ('Rebecca Bell', 7), ('Sarah Patterson', 34), ('Peter Tkacz', 0), ('Lily Nguyen', 0), ('John Nguyen', 5), ('Terry Serio', 11), ('Khiet Hoang', 0), ('Jazz Ly', 0), ('Sarah Woods', 6), ('Amy Pedersen', 12), ('Stella Ha Vi Do', 0), ('Jon Sivewright', 15), ('Rudi Tusik', 0), ('Jessamie Dunton-Rose', 0), ('Craig Forrest', 40)]"
"Andreas Wilson, Linda Zilliacus, Henrik Lundström, Gustaf Skarsgård, Jesper Salén, Johan Rabaeus, Kjell Bergqvist, Linda Gyllenberg, Marie Richardson","[('Andreas Wilson', 288), ('Linda Zilliacus', 35), ('Henrik Lundström', 34), ('Gustaf Skarsgård', 90), ('Jesper Salén', 39), ('Johan Rabaeus', 52), ('Kjell Bergqvist', 58), ('Linda Gyllenberg', 35), ('Marie Richardson', 76)]"
"Louis Black, Bill Johnston, Jeff Tartakov, Daniel Johnston, Mabel Johnston, Kathy McCarty, Gibby Haynes, Jad Fair, David Fair, Matt Groening, David Thornberry, Dick Johnston, Margie Johnston, Ken Lieck, Brian Beattie, David Baker, Rishnonda Brewster, Sally Johnston-Reid, Matthew Griffin, Jeffrey Wilson, Mark Richardson, Jason Damron, Bridget Damron, Brad Lee Wind, John Pochna, Don Goede, Sonic Youth","[('Louis Black', 24), ('Bill Johnston', 41), ('Jeff Tartakov', 0), ('Daniel Johnston', 110), ('Mabel Johnston', 19), ('Kathy McCarty', 41), ('Gibby Haynes', 54), ('Jad Fair', 44), ('David Fair', 12), ('Matt Groening', 167), ('David Thornberry', 11), ('Dick Johnston', 25), ('Margie Johnston', 0), ('Ken Lieck', 0), ('Brian Beattie', 0), ('David Baker', 74), ('Rishnonda Brewster', 0), ('Sally Johnston-Reid', 19), ('Matthew Griffin', 6), ('Jeffrey Wilson', 12), ('Mark Richardson', 12), ('Jason Damron', 0), ('Bridget Damron', 0), ('Brad Lee Wind', 8), ('John Pochna', 0), ('Don Goede', 0), ('Sonic Youth', 117)]"
"Glenn Jacobs, Christina Vidal, Rachel Taylor, Michael J. Pagan, Samantha Noble, Steven Vidler, Cecily Polson, Luke Pegler, Glen Jacobs, Penny McNamee, Craig Horner, Tiffany Lamb, Rachael Taylor, Mikhael Wilder, Sam Cotton, Corey Parker Robinson, Annalise Woods, Zoe Ventura, Zoe Ventoura, Tim McDonald, Annaliese Woods, Terry McDonald, Trent Huen, Matthew Okine, Jason Chong, Greg Skipper, Mikael Wilder","[('Glenn Jacobs', 80), ('Christina Vidal', 51), ('Rachel Taylor', 9), ('Michael J. Pagan', 33), ('Samantha Noble', 35), ('Steven Vidler', 39), ('Cecily Polson', 14), ('Luke Pegler', 18), ('Glen Jacobs', 7), ('Penny McNamee', 19), ('Craig Horner', 53), ('Tiffany Lamb', 13), ('Rachael Taylor', 64), ('Mikhael Wilder', 0), ('Sam Cotton', 0), ('Corey Parker Robinson', 24), ('Annalise Woods', 13), ('Zoe Ventura', 0), ('Zoe Ventoura', 27), ('Tim McDonald', 27), ('Annaliese Woods', 0), ('Terry McDonald', 20), ('Trent Huen', 0), ('Matthew Okine', 18), ('Jason Chong', 11), ('Greg Skipper', 0), ('Mikael Wilder', 0)]"
"Kirsten Dunst, Jason Schwartzman, Judy Davis, Rip Torn, Asia Argento, Rose Byrne, Molly Shannon, Shirley Henderson, Danny Huston, Marianne Faithfull, Mary Nighy, Sarah Adler, James Lance, Jamie Dornan, Al Weaver, Guillaume Gallienne, Tom Hardy, Clara Brajman, Mélodie Berenfeld, Sebastian Armesto, Jean-Christophe Bouvet, Steve Coogan, Io Bottoms, Céline Sallette, André Oumansky, lo Bottoms, Aurore Clement, Jean-Paul Scarpitta, Camille Miceli, Paul Fortune, René Lucien Rolland, Natasha Fraser-Cavassoni, Clémentine Poidatz, Alexia Landeau, Joe Sheridan, Katrine Boorman, Jean-Marc Stehle, Paul Jasmin, Mathieu Amalric, Carlo Brandt, Raphael Neal, John Arnold, Francis Leplay, Scali Delpeyrat, Lauriane Mascaro, John P. Arnold, Florrie Betts, Dominic Gould, Jago Betts, Chloé Van Barthold, Driss Hugo-Kalff, Gaëlle Bona, Fabrice Scott, William Doherty, Alain Doutey, Joseph Malerba, Axel Küng, Bob Barrett","[('Kirsten Dunst', 192), ('Jason Schwartzman', 107), ('Judy Davis', 95), ('Rip Torn', 133), ('Asia Argento', 273), ('Rose Byrne', 135), ('Molly Shannon', 83), ('Shirley Henderson', 75), ('Danny Huston', 95), ('Marianne Faithfull', 234), ('Mary Nighy', 36), ('Sarah Adler', 61), ('James Lance', 44), ('Jamie Dornan', 89), ('Al Weaver', 21), ('Guillaume Gallienne', 101), ('Tom Hardy', 127), ('Clara Brajman', 0), ('Mélodie Berenfeld', 0), ('Sebastian Armesto', 42), ('Jean-Christophe Bouvet', 50), ('Steve Coogan', 110), ('Io Bottoms', 0), ('Céline Sallette', 66), ('André Oumansky', 41), ('lo Bottoms', 0), ('Aurore Clement', 73), ('Jean-Paul Scarpitta', 24), ('Camille Miceli', 0), ('Paul Fortune', 6), ('René Lucien Rolland', 0), ('Natasha Fraser-Cavassoni', 0), ('Clémentine Poidatz', 45), ('Alexia Landeau', 41), ('Joe Sheridan', 25), ('Katrine Boorman', 30), ('Jean-Marc Stehle', 34), ('Paul Jasmin', 22), ('Mathieu Amalric', 121), ('Carlo Brandt', 37), ('Raphael Neal', 34), ('John Arnold', 34), ('Francis Leplay', 26), ('Scali Delpeyrat', 35), ('Lauriane Mascaro', 0), ('John P. Arnold', 0), ('Florrie Betts', 0), ('Dominic Gould', 44), ('Jago Betts', 6), ('Chloé Van Barthold', 0), ('Driss Hugo-Kalff', 6), ('Gaëlle Bona', 35), ('Fabrice Scott', 10), ('William Doherty', 18), ('Alain Doutey', 37), ('Joseph Malerba', 35), ('Axel Küng', 6), ('Bob Barrett', 18)]"
"Kuno Becker, Alessandro Nivola, Anna Friel, Stephen Dillane, Gary Lewis, Sean Pertwee, Marcel Iures, Tony Plana, Miriam Colon, Kate Tomlinson, Emma Field Rayner, Zachary Johnson, Kevin Knapman, Alfredo Rodriguez, Kieran O'Brien, Jorge Cervera Jr., Cassandra Bell, Lee Ross, Christopher Connel, Peter Michael McGowen, Alan Shearer, David Beckham, Zinedine Zidane, Raúl González, Leonardo Guerra, Jake Johnson, Christopher Fairbank, Jonathan Hernandez, Craig Heaney, Jack McBride, Robert Dixon, Ashley Walters, Stephen Graham, Brian Johnson","[('Kuno Becker', 58), ('Alessandro Nivola', 78), ('Anna Friel', 80), ('Stephen Dillane', 83), ('Gary Lewis', 66), ('Sean Pertwee', 88), ('Marcel Iures', 52), ('Tony Plana', 61), ('Miriam Colon', 64), ('Kate Tomlinson', 0), ('Emma Field Rayner', 0), ('Zachary Johnson', 7), ('Kevin Knapman', 0), ('Alfredo Rodriguez', 23), (""Kieran O'Brien"", 39), ('Jorge Cervera Jr.', 0), ('Cassandra Bell', 25), ('Lee Ross', 29), ('Christopher Connel', 60), ('Peter Michael McGowen', 0), ('Alan Shearer', 87), ('David Beckham', 283), ('Zinedine Zidane', 202), ('Raúl González', 2), ('Leonardo Guerra', 22), ('Jake Johnson', 70), ('Christopher Fairbank', 45), ('Jonathan Hernandez', 4), ('Craig Heaney', 16), ('Jack McBride', 21), ('Robert Dixon', 36), ('Ashley Walters', 58), ('Stephen Graham', 67), ('Brian Johnson', 86)]"
"Sean Bean, Maria Bello, Richard Elfyn, Maurice Roëves, Abigail Stone, Sophie Stuckey","[('Sean Bean', 133), ('Maria Bello', 105), ('Richard Elfyn', 10), ('Maurice Roëves', 51), ('Abigail Stone', 11), ('Sophie Stuckey', 29)]"
"Melinda Page Hamilton, Steve Agee, Bryce Johnson, Geoffrey Pierson, Jack Plotnick, Colby French, Brian Posehn, Bonita Friedericy, Harvey J. Alperin, Rebecca Avery, Morgan Murphy","[('Melinda Page Hamilton', 45), ('Steve Agee', 63), ('Bryce Johnson', 56), ('Geoffrey Pierson', 50), ('Jack Plotnick', 52), ('Colby French', 17), ('Brian Posehn', 81), ('Bonita Friedericy', 38), ('Harvey J. Alperin', 0), ('Rebecca Avery', 21), ('Morgan Murphy', 37)]"
"Parker Posey, Paul Rudd, Mischa Barton, Miranda Bailey, Liza Minnelli, Danny DeVito, Keith David, Robert John Burke, Heather Graham, Tim Russ, James Kisicki, Adam Nelson, Winter Ave Zoli, Ramon Adams, Jennifer Luu, Alex Potapenko, Ed Brigadier, Brynn Horrocks, Richard A. Clark II, Randall Harr, Christopher Mattingly, Debrae Barenfeld, John Sloan, Brandon J. Lewis, Michael Orlando, James E. Smith, Toby Radloff, Molly McGinnis, Bernard Canepari, Alexander Alioto, Marisa Miller, Thomas T.K. Zung, Fumi Desalu, Logan Mackey, Victoria Von Dannenberg","[('Parker Posey', 109), ('Paul Rudd', 151), ('Mischa Barton', 132), ('Miranda Bailey', 21), ('Liza Minnelli', 402), ('Danny DeVito', 197), ('Keith David', 120), ('Robert John Burke', 55), ('Heather Graham', 197), ('Tim Russ', 83), ('James Kisicki', 19), ('Adam Nelson', 28), ('Winter Ave Zoli', 49), ('Ramon Adams', 0), ('Jennifer Luu', 0), ('Alex Potapenko', 0), ('Ed Brigadier', 29), ('Brynn Horrocks', 0), ('Richard A. Clark II', 0), ('Randall Harr', 5), ('Christopher Mattingly', 7), ('Debrae Barenfeld', 0), ('John Sloan', 190), ('Brandon J. Lewis', 0), ('Michael Orlando', 38), ('James E. Smith', 18), ('Toby Radloff', 24), ('Molly McGinnis', 4), ('Bernard Canepari', 0), ('Alexander Alioto', 0), ('Marisa Miller', 56), ('Thomas T.K. Zung', 0), ('Fumi Desalu', 0), ('Logan Mackey', 0), ('Victoria Von Dannenberg', 0)]"
