actors,actors_celebrity
"Jack Nicholson, Jessica Lange, John Colicos, John P. Ryan, Michael Lerner, Anjelica Huston, William Traylor, Christopher Lloyd, Thomas Hill, Tani Phelps Guthrie, Jon Van Ness, Brian Farrell, Raleigh Bond, William Newman, Albert Henderson, Ken Magee, Eugene Peterson, Don Calfa, Louis Turenne, Charles B. Jenkins, Dick Balduzzi, John Furlong, Sam Edwards, Betty Cole, Joni Palmer, Ron Flagge, James O'Connell, William H. McDonald, Elsa Raven, Lionel Mark Smith, Brion James, Frank Arno, Virgil Frye, Tom Maier, Kenneth Cervi, Chris P. Rellias, Theodoros A. Karavidas, Basil J. Fovos, Nick Hasir, Demetrios Liappas, Kopi Sotiropulos, Tom Majer, Glenn Shadix, Tani Guthrie, Carolyn Coates, Jim S. Cash","[('Jack Nicholson', 234), ('Jessica Lange', 189), ('John Colicos', 66), ('John P. Ryan', 46), ('Michael Lerner', 76), ('Anjelica Huston', 171), ('William Traylor', 104), ('Christopher Lloyd', 179), ('Thomas Hill', 87), ('Tani Phelps Guthrie', 0), ('Jon Van Ness', 19), ('Brian Farrell', 34), ('Raleigh Bond', 9), ('William Newman', 16), ('Albert Henderson', 18), ('Ken Magee', 0), ('Eugene Peterson', 45), ('Don Calfa', 48), ('Louis Turenne', 25), ('Charles B. Jenkins', 0), ('Dick Balduzzi', 34), ('John Furlong', 22), ('Sam Edwards', 92), ('Betty Cole', 12), ('Joni Palmer', 0), ('Ron Flagge', 0), (""James O'Connell"", 18), ('William H. McDonald', 12), ('Elsa Raven', 32), ('Lionel Mark Smith', 29), ('Brion James', 68), ('Frank Arno', 36), ('Virgil Frye', 40), ('Tom Maier', 0), ('Kenneth Cervi', 0), ('Chris P. Rellias', 0), ('Theodoros A. Karavidas', 0), ('Basil J. Fovos', 0), ('Nick Hasir', 0), ('Demetrios Liappas', 0), ('Kopi Sotiropulos', 16), ('Tom Majer', 10), ('Glenn Shadix', 54), ('Tani Guthrie', 0), ('Carolyn Coates', 25), ('Jim S. Cash', 0)]"
"Richard Gere, Julie Christie, Gene Hackman, Kate Capshaw, Denzel Washington, E.G. Marshall, Beatrice Straight, Fritz Weaver, Michael Learned, J.T. Walsh, E. Katherine Kerr, Polly Rowles, Matt Salinger, Tom Mardirosian, Omar Torres, John Evans, Ricardo Gallarzo, Rick van Nutter, Jessica James, Glenn Kezer, Douglas Newell, Scott Harlan, Nick Flynn, Ed Van Nuys, Noel Harrison, Leila Danette, Kevin Hagen, Jackson Beck, Timothy Jecko, Margaret Barker, D.B. Sweeney, Linda de Niro, Lynn Klugman, John Robert Evans, Elizabeth Kendrick, Jim Hartz, Roger Grimsby, Jim Hartz, Margaret Hall, Brad Holbrook, Donna Hanover, Frank Casey, Kristi Witker, Marvin Scott, Daryl Edwards, Martha Pinson, Jack Zahniser, Burke Pearson, Janet Sarno, Robert Fieldsteel, Gregory Wagrowski, Ron Stein, Robert Krüger, Darryl Edwards","[('Richard Gere', 173), ('Julie Christie', 199), ('Gene Hackman', 162), ('Kate Capshaw', 190), ('Denzel Washington', 206), ('E.G. Marshall', 113), ('Beatrice Straight', 89), ('Fritz Weaver', 72), ('Michael Learned', 57), ('J.T. Walsh', 68), ('E. Katherine Kerr', 28), ('Polly Rowles', 32), ('Matt Salinger', 58), ('Tom Mardirosian', 37), ('Omar Torres', 20), ('John Evans', 23), ('Ricardo Gallarzo', 0), ('Rick van Nutter', 41), ('Jessica James', 52), ('Glenn Kezer', 15), ('Douglas Newell', 0), ('Scott Harlan', 6), ('Nick Flynn', 63), ('Ed Van Nuys', 0), ('Noel Harrison', 97), ('Leila Danette', 27), ('Kevin Hagen', 45), ('Jackson Beck', 39), ('Timothy Jecko', 0), ('Margaret Barker', 21), ('D.B. Sweeney', 75), ('Linda de Niro', 0), ('Lynn Klugman', 0), ('John Robert Evans', 37), ('Elizabeth Kendrick', 0), ('Jim Hartz', 15), ('Roger Grimsby', 26), ('Jim Hartz', 15), ('Margaret Hall', 21), ('Brad Holbrook', 23), ('Donna Hanover', 47), ('Frank Casey', 6), ('Kristi Witker', 0), ('Marvin Scott', 9), ('Daryl Edwards', 13), ('Martha Pinson', 5), ('Jack Zahniser', 0), ('Burke Pearson', 8), ('Janet Sarno', 20), ('Robert Fieldsteel', 0), ('Gregory Wagrowski', 19), ('Ron Stein', 20), ('Robert Krüger', 8), ('Darryl Edwards', 0)]"
"Greer Garson, Laurence Olivier, Edna May Oliver, Maureen O'Sullivan, Ann Rutherford, Mary Boland, Bruce Lester, Frieda Inescort, Edmund Gwenn, Karen Morley, Heather Angel, Marsha Hunt, Edward Ashley, Melville Cooper, Marten Lamont, E.E. Clive, May Beatty, Marjorie Wood, Gia Kent, Gerald Oliver Smith, Vernon P. Downing, Bruce Lister, Buster Slaven, Wyndham Standing, Lowden Adams, Clara Reid, Claud Allister","[('Greer Garson', 112), ('Laurence Olivier', 285), ('Edna May Oliver', 73), (""Maureen O'Sullivan"", 116), ('Ann Rutherford', 78), ('Mary Boland', 68), ('Bruce Lester', 35), ('Frieda Inescort', 50), ('Edmund Gwenn', 102), ('Karen Morley', 74), ('Heather Angel', 86), ('Marsha Hunt', 82), ('Edward Ashley', 12), ('Melville Cooper', 61), ('Marten Lamont', 8), ('E.E. Clive', 41), ('May Beatty', 37), ('Marjorie Wood', 29), ('Gia Kent', 5), ('Gerald Oliver Smith', 36), ('Vernon P. Downing', 0), ('Bruce Lister', 0), ('Buster Slaven', 0), ('Wyndham Standing', 44), ('Lowden Adams', 0), ('Clara Reid', 0), ('Claud Allister', 51)]"
"Bobby Mauch, Billy Mauch, Errol Flynn, Claude Rains, Henry Stephenson, Barton MacLane, Alan Hale, Eric Portman, Montagu Love, Robert Warwick, Halliwell Hobbes, Lionel Pape, Leonard Willey, Elspeth Dudgeon, Fritz Leiber, Murray Kinnell, Ivan Simpson, Lionel Braham, Helen Valkis, Phyllis Barry, Rex Evans, Lester Matthews, Robert A'Dair, Harry Cording, Mary Field, Neal Kennedy, Clifford Severn, Gwendolyn Jones, Leyland Hodgson, Holmes Herbert, Ian Maclaren, Forrester Harvey, Sidney Bracey, Ernie Stanton, Tom Wilson, Anne Howard, Lionel Belmore, Ian Wolfe, Harry Beresford","[('Bobby Mauch', 22), ('Billy Mauch', 26), ('Errol Flynn', 167), ('Claude Rains', 138), ('Henry Stephenson', 62), ('Barton MacLane', 74), ('Alan Hale', 66), ('Eric Portman', 57), ('Montagu Love', 59), ('Robert Warwick', 55), ('Halliwell Hobbes', 54), ('Lionel Pape', 33), ('Leonard Willey', 23), ('Elspeth Dudgeon', 24), ('Fritz Leiber', 184), ('Murray Kinnell', 28), ('Ivan Simpson', 38), ('Lionel Braham', 20), ('Helen Valkis', 0), ('Phyllis Barry', 37), ('Rex Evans', 29), ('Lester Matthews', 47), (""Robert A'Dair"", 0), ('Harry Cording', 39), ('Mary Field', 47), ('Neal Kennedy', 0), ('Clifford Severn', 31), ('Gwendolyn Jones', 6), ('Leyland Hodgson', 31), ('Holmes Herbert', 49), ('Ian Maclaren', 14), ('Forrester Harvey', 37), ('Sidney Bracey', 46), ('Ernie Stanton', 0), ('Tom Wilson', 92), ('Anne Howard', 26), ('Lionel Belmore', 49), ('Ian Wolfe', 55), ('Harry Beresford', 44)]"
"Ronald Colman, Madeleine Carroll, Douglas Fairbanks Jr., Mary Astor, C. Aubrey Smith, Raymond Massey, Montagu Love, David Niven, Eleanor Wesselhoeft, Byron Foulger, William Von Brincken, Ralph Faulkner, Alex D'Arcy, Torben Meyer, Phillip G. Sleeman, Ian Maclaren, Lawrence Grant, Howard Lang, Ben Webster, Evelyn Beresford, Boyd Irwin, Emmett C. King, Charles K. French, Al Shean, Charles Halton, Florence Roberts, Spencer Charters, Russ Powell, D'Arcy Corrigan, Francis Ford, Henry Roquemore, Otto H. Fries, Lillian Harmer, Pat Somerset, Russell Powell, Leslie Sketchley","[('Ronald Colman', 121), ('Madeleine Carroll', 103), ('Douglas Fairbanks Jr.', 147), ('Mary Astor', 142), ('C. Aubrey Smith', 84), ('Raymond Massey', 113), ('Montagu Love', 59), ('David Niven', 191), ('Eleanor Wesselhoeft', 0), ('Byron Foulger', 43), ('William Von Brincken', 41), ('Ralph Faulkner', 24), (""Alex D'Arcy"", 23), ('Torben Meyer', 45), ('Phillip G. Sleeman', 0), ('Ian Maclaren', 14), ('Lawrence Grant', 39), ('Howard Lang', 35), ('Ben Webster', 101), ('Evelyn Beresford', 14), ('Boyd Irwin', 25), ('Emmett C. King', 0), ('Charles K. French', 49), ('Al Shean', 59), ('Charles Halton', 46), ('Florence Roberts', 38), ('Spencer Charters', 44), ('Russ Powell', 23), (""D'Arcy Corrigan"", 24), ('Francis Ford', 56), ('Henry Roquemore', 30), ('Otto H. Fries', 0), ('Lillian Harmer', 34), ('Pat Somerset', 18), ('Russell Powell', 6), ('Leslie Sketchley', 0)]"
"Alec Guinness, Jack Hawkins, Jeannette Sterke, Kenneth Griffith, Ronald Lewis, Raymond Huntley, Mark Dignam, Gerard Heinz, Richard Leech, Alec Guiness, Wilfrid Lawson, Kanneth Griffith, Jeanette Sterke","[('Alec Guinness', 219), ('Jack Hawkins', 106), ('Jeannette Sterke', 0), ('Kenneth Griffith', 54), ('Ronald Lewis', 34), ('Raymond Huntley', 49), ('Mark Dignam', 39), ('Gerard Heinz', 36), ('Richard Leech', 37), ('Alec Guiness', 0), ('Wilfrid Lawson', 42), ('Kanneth Griffith', 0), ('Jeanette Sterke', 0)]"
"Zero Mostel, Gene Wilder, Kenneth Mars, Dick Shawn, Christopher Hewett, Andreas Voutsinas, Estelle Winwood, Lee Meredith, Renée Taylor, William Hickey, David Patch, Michael Davis, John Zoller, Madelyn Cates, Frank Campanella, Arthur Rubin, Zale Kessler, Bernie Allen, Rusty Blitz, Anthony Gardell, Shimen Ruskin, Mary Love, Amelie Barleon, Anne Ives, Nell Harrison, Mel Brooks, Elsie Kirk, Barney Martin, Frank Shaw, Diana Eden, Tucker Smith, Margery Beddow, David Evans, Josip Elic","[('Zero Mostel', 140), ('Gene Wilder', 167), ('Kenneth Mars', 65), ('Dick Shawn', 64), ('Christopher Hewett', 47), ('Andreas Voutsinas', 58), ('Estelle Winwood', 53), ('Lee Meredith', 28), ('Renée Taylor', 71), ('William Hickey', 63), ('David Patch', 6), ('Michael Davis', 42), ('John Zoller', 0), ('Madelyn Cates', 0), ('Frank Campanella', 46), ('Arthur Rubin', 30), ('Zale Kessler', 20), ('Bernie Allen', 85), ('Rusty Blitz', 0), ('Anthony Gardell', 0), ('Shimen Ruskin', 20), ('Mary Love', 16), ('Amelie Barleon', 0), ('Anne Ives', 0), ('Nell Harrison', 15), ('Mel Brooks', 300), ('Elsie Kirk', 53), ('Barney Martin', 49), ('Frank Shaw', 2), ('Diana Eden', 17), ('Tucker Smith', 38), ('Margery Beddow', 26), ('David Evans', 113), ('Josip Elic', 26)]"
"Matthew Broderick, Helen Hunt, William Sadler, Johnny Ray McGhee, Jonathan Stark, Robin Gammell, Stephen Lang, Jean Smart, Chuck Bennett, Daniel Roebuck, Clatu, Mark Harden, Duncan Wilmore, Karanja, Anne Lockhart, Marvin J. McIntyre, Swede Johnson, Lucy, Lulu, Harry Northrup, Paul ""Mousie"" Garner, Michael Eric Kramer, Reed R. McCants, Okko, Ward Costello, Jackson Sleet, Lance August, Stan Foster, Willie, Gil Mandelik, Shelly Desai, Dick Miller, Michael Milgroom, Catherine Paolone, John Chilton, David Raynr, Lynn Eastman, Julian Sylvester, Kim Robillard, David Stenstrom, Richard Cummings Jr., Randal Patrick, Sonny Carl Davis, Robert Covarrubias, Dino Shorte, Ken Lerner, Michael Milgrom, Travis Swords, William Snider, David Hubbard, Philip A. Roberson, Bob Minor, Raymond Elmendorf, Michael McGrady, Rob Roy Fitzgerald, Pamela Ludwig, Deborah Offner, Lance Nichols, Tee Rodgers, Jackie Kinner, Mady Kaplan, Chevis Cooper, Ken Sagoes, Louis A. Peretz, Sam Laws, Lance E. Nichols","[('Matthew Broderick', 170), ('Helen Hunt', 148), ('William Sadler', 72), ('Johnny Ray McGhee', 0), ('Jonathan Stark', 31), ('Robin Gammell', 29), ('Stephen Lang', 93), ('Jean Smart', 81), ('Chuck Bennett', 15), ('Daniel Roebuck', 60), ('Clatu', 7), ('Mark Harden', 19), ('Duncan Wilmore', 0), ('Karanja', 11), ('Anne Lockhart', 51), ('Marvin J. McIntyre', 16), ('Swede Johnson', 8), ('Lucy', 107), ('Lulu', 103), ('Harry Northrup', 31), ('Paul ""Mousie"" Garner', 0), ('Michael Eric Kramer', 21), ('Reed R. McCants', 8), ('Okko', 11), ('Ward Costello', 45), ('Jackson Sleet', 0), ('Lance August', 0), ('Stan Foster', 22), ('Willie', 20), ('Gil Mandelik', 0), ('Shelly Desai', 12), ('Dick Miller', 76), ('Michael Milgroom', 13), ('Catherine Paolone', 0), ('John Chilton', 7), ('David Raynr', 27), ('Lynn Eastman', 0), ('Julian Sylvester', 0), ('Kim Robillard', 24), ('David Stenstrom', 19), ('Richard Cummings Jr.', 22), ('Randal Patrick', 0), ('Sonny Carl Davis', 9), ('Robert Covarrubias', 0), ('Dino Shorte', 0), ('Ken Lerner', 34), ('Michael Milgrom', 0), ('Travis Swords', 0), ('William Snider', 12), ('David Hubbard', 34), ('Philip A. Roberson', 0), ('Bob Minor', 62), ('Raymond Elmendorf', 0), ('Michael McGrady', 29), ('Rob Roy Fitzgerald', 14), ('Pamela Ludwig', 22), ('Deborah Offner', 35), ('Lance Nichols', 15), ('Tee Rodgers', 0), ('Jackie Kinner', 0), ('Mady Kaplan', 12), ('Chevis Cooper', 0), ('Ken Sagoes', 27), ('Louis A. Peretz', 0), ('Sam Laws', 0), ('Lance E. Nichols', 25)]"
"Jamie Lee Curtis, Leslie Nielsen, Casey Stevens, Eddie Benton, Anne-Marie Martin, Antoinette Bower, Michael Tough, Robert A. Silverman, Pita Oliver, David Mucci, Jeff Wincott, Marybeth Rubins, Marybeth Rubens, Joy Thompson, Brock Simpson, Leslie Scott, George Touliatos, Melanie Morse MacQuarrie, Dean Bosacki, David Gardner, Sheldon Rybowski, Rob Garrison, David Bolt, Beth Amos, Sonia Zimmer, Sylvia Martin, Liz Stalker-Mason, Pam Henry, Ardon Bess, Lee Wildgen, Debbie Greenfield, Tammy Bourne","[('Jamie Lee Curtis', 209), ('Leslie Nielsen', 158), ('Casey Stevens', 0), ('Eddie Benton', 24), ('Anne-Marie Martin', 46), ('Antoinette Bower', 36), ('Michael Tough', 0), ('Robert A. Silverman', 31), ('Pita Oliver', 0), ('David Mucci', 8), ('Jeff Wincott', 42), ('Marybeth Rubins', 0), ('Marybeth Rubens', 0), ('Joy Thompson', 33), ('Brock Simpson', 23), ('Leslie Scott', 22), ('George Touliatos', 20), ('Melanie Morse MacQuarrie', 24), ('Dean Bosacki', 10), ('David Gardner', 41), ('Sheldon Rybowski', 0), ('Rob Garrison', 29), ('David Bolt', 12), ('Beth Amos', 14), ('Sonia Zimmer', 0), ('Sylvia Martin', 28), ('Liz Stalker-Mason', 0), ('Pam Henry', 9), ('Ardon Bess', 19), ('Lee Wildgen', 0), ('Debbie Greenfield', 4), ('Tammy Bourne', 0)]"
"Matt Damon, John Krasinski, Frances McDormand, Johnny Cicco, Rosemarie DeWitt, Hal Holbrook, Scoot McNairy, Titus Welliver, Benjamin Sheeler, Terry Kinney, Carla Bianco, Joe Coyle, Dorothy Silver, Lexi Cowan, Tim Guinee, Sara Lindsey, Frank Conforti, Garrett Ashbaugh, Jerico Morgan, Max Schuler, August G. Siciliano, Ken Strunk, Karen Baum, Gerri Bumbaugh, Erin Baldwin, Kristin Slaysman, Andrew Kuebel, Matthew Ferrante, Justin Cook, Steven Craven, Bruce Craven, Gene Williams, Dan Anders, Lucas Black, Sandy Medred, Carrington E. Vaughn, Alexander Cain, Joy De La Paz, Lennon Wynn Kuzniar, Payton Godfrey","[('Matt Damon', 208), ('John Krasinski', 132), ('Frances McDormand', 146), ('Johnny Cicco', 15), ('Rosemarie DeWitt', 74), ('Hal Holbrook', 124), ('Scoot McNairy', 65), ('Titus Welliver', 60), ('Benjamin Sheeler', 0), ('Terry Kinney', 49), ('Carla Bianco', 23), ('Joe Coyle', 22), ('Dorothy Silver', 16), ('Lexi Cowan', 0), ('Tim Guinee', 46), ('Sara Lindsey', 19), ('Frank Conforti', 0), ('Garrett Ashbaugh', 0), ('Jerico Morgan', 0), ('Max Schuler', 39), ('August G. Siciliano', 0), ('Ken Strunk', 18), ('Karen Baum', 11), ('Gerri Bumbaugh', 0), ('Erin Baldwin', 0), ('Kristin Slaysman', 17), ('Andrew Kuebel', 0), ('Matthew Ferrante', 0), ('Justin Cook', 35), ('Steven Craven', 0), ('Bruce Craven', 0), ('Gene Williams', 24), ('Dan Anders', 93), ('Lucas Black', 81), ('Sandy Medred', 0), ('Carrington E. Vaughn', 0), ('Alexander Cain', 0), ('Joy De La Paz', 0), ('Lennon Wynn Kuzniar', 0), ('Payton Godfrey', 0)]"
"Talia Shire, Robert Foxworth, Armand Assante, Richard Dysart, Victoria Racimo, George Clutesi, Tom McFadden, Evans Evans, Burke Byrnes, Mia Bendixsen, Johnny Timko, Everett Creach, Charles H. Gray, Lyvingston Holms, Graham Jarvis, Jim Burk, Bob Terhune, Lon Katzman, Steve Shemayne, John A. Shemayne, Jaye Durkus, Renato Moore","[('Talia Shire', 117), ('Robert Foxworth', 66), ('Armand Assante', 78), ('Richard Dysart', 82), ('Victoria Racimo', 40), ('George Clutesi', 52), ('Tom McFadden', 15), ('Evans Evans', 27), ('Burke Byrnes', 32), ('Mia Bendixsen', 16), ('Johnny Timko', 0), ('Everett Creach', 0), ('Charles H. Gray', 29), ('Lyvingston Holms', 0), ('Graham Jarvis', 45), ('Jim Burk', 27), ('Bob Terhune', 0), ('Lon Katzman', 0), ('Steve Shemayne', 16), ('John A. Shemayne', 0), ('Jaye Durkus', 0), ('Renato Moore', 0)]"
"Jackie Chan, Danny Aiello, Roy Chiao, Victor Arnold, Kim Bass, Richard Clarke, Saun Ellis, Ronan O'Casey, Paul L. Smith, Bill Wallace, Moon Lee, Sally Yeh, Li Hai Sheng","[('Jackie Chan', 315), ('Danny Aiello', 115), ('Roy Chiao', 46), ('Victor Arnold', 29), ('Kim Bass', 19), ('Richard Clarke', 63), ('Saun Ellis', 0), (""Ronan O'Casey"", 21), ('Paul L. Smith', 71), ('Bill Wallace', 46), ('Moon Lee', 28), ('Sally Yeh', 74), ('Li Hai Sheng', 0)]"
"Vicki Dawson, Christopher Goutman, Cindy Weintraub, Farley Granger, John Seitz, Lawrence Tierney, Lisa Dunsheath, David Sederholm, Bill Nunnery, Thom Bray, Diane Rode, Bryan Englund, Donna Davis, Carleton Carpenter, Joy Glaccum, Tim Wahrer, Bill Collins, Dan Lownsberry, Douglas Stevenson, Susan Monts, John Christian, Richard Colligan, Steven Bock, Matthew Iddings","[('Vicki Dawson', 0), ('Christopher Goutman', 18), ('Cindy Weintraub', 0), ('Farley Granger', 97), ('John Seitz', 63), ('Lawrence Tierney', 63), ('Lisa Dunsheath', 0), ('David Sederholm', 0), ('Bill Nunnery', 0), ('Thom Bray', 30), ('Diane Rode', 0), ('Bryan Englund', 13), ('Donna Davis', 4), ('Carleton Carpenter', 45), ('Joy Glaccum', 0), ('Tim Wahrer', 0), ('Bill Collins', 13), ('Dan Lownsberry', 0), ('Douglas Stevenson', 0), ('Susan Monts', 0), ('John Christian', 47), ('Richard Colligan', 0), ('Steven Bock', 0), ('Matthew Iddings', 0)]"
"James Cagney, Jean Harlow, Edward Woods, Joan Blondell, Beryl Mercer, Donald Cook, Mae Clarke, Robert E. O'Connor, Leslie Fenton, Robert Emmett O'Connor, Murray Kinnell, Russell Powell, Mia Marvin, Ben Hendricks Jr., Rita Flynn, Clark 'Buddy' Burroughs, Snitz Edwards, Adele Watson, Frank Coghlan Jr., Frankie Darro, Robert E. Homans, Dorothy Gee, Purnell Pratt, Lee Phelps, Helen Parrish, Dorothy Gray, Nanci Price, Ben Hendricks III, George Daly, Eddie Kane, Charles Sullivan, Douglas Gerrard, Sam McDaniel, William Strauss, Landers Stevens, Russ Powell","[('James Cagney', 164), ('Jean Harlow', 138), ('Edward Woods', 46), ('Joan Blondell', 116), ('Beryl Mercer', 49), ('Donald Cook', 62), ('Mae Clarke', 68), (""Robert E. O'Connor"", 36), ('Leslie Fenton', 59), (""Robert Emmett O'Connor"", 36), ('Murray Kinnell', 28), ('Russell Powell', 6), ('Mia Marvin', 20), ('Ben Hendricks Jr.', 31), ('Rita Flynn', 20), (""Clark 'Buddy' Burroughs"", 0), ('Snitz Edwards', 47), ('Adele Watson', 27), ('Frank Coghlan Jr.', 0), ('Frankie Darro', 57), ('Robert E. Homans', 0), ('Dorothy Gee', 5), ('Purnell Pratt', 37), ('Lee Phelps', 32), ('Helen Parrish', 45), ('Dorothy Gray', 10), ('Nanci Price', 0), ('Ben Hendricks III', 0), ('George Daly', 15), ('Eddie Kane', 33), ('Charles Sullivan', 27), ('Douglas Gerrard', 38), ('Sam McDaniel', 40), ('William Strauss', 39), ('Landers Stevens', 34), ('Russ Powell', 23)]"
"Cliff De Young, Roxanne Hart, Joey Lawrence, Matthew Lawrence, Charles Tyner, Dennis Redfield, Robert Romanus, Myron Healey, Myron D. Healey, Terry Beaver, Greg Norberg, Michael Rider, Tim Russ, Jean Sincere","[('Cliff De Young', 65), ('Roxanne Hart', 51), ('Joey Lawrence', 75), ('Matthew Lawrence', 58), ('Charles Tyner', 38), ('Dennis Redfield', 0), ('Robert Romanus', 33), ('Myron Healey', 43), ('Myron D. Healey', 0), ('Terry Beaver', 27), ('Greg Norberg', 0), ('Michael Rider', 0), ('Tim Russ', 83), ('Jean Sincere', 28)]"
"Robert Taylor, Deborah Kerr, Peter Ustinov, Leo Genn, Patricia Laffan, Finlay Currie, Abraham Sofaer, Marina Berti, Buddy Baer, Felix Aylmer, Nora Swinburne, Ralph Truman, Norman Wooland, Peter Miles, Geoffrey Dunn, Nicholas Hannen, D.A. Clarke-Smith, Rosalie Crutchley, John Ruddock, Arthur Walge, Elspeth March, Strelsa Brown, Alfredo Varelli, Roberto Ottaviano, William Tubbs, Pietro Tordi, Lia DeLeo, Sophia Loren, Elizabeth Taylor, Walter Pidgeon","[('Robert Taylor', 119), ('Deborah Kerr', 267), ('Peter Ustinov', 265), ('Leo Genn', 85), ('Patricia Laffan', 41), ('Finlay Currie', 58), ('Abraham Sofaer', 52), ('Marina Berti', 76), ('Buddy Baer', 56), ('Felix Aylmer', 69), ('Nora Swinburne', 60), ('Ralph Truman', 44), ('Norman Wooland', 42), ('Peter Miles', 40), ('Geoffrey Dunn', 5), ('Nicholas Hannen', 42), ('D.A. Clarke-Smith', 0), ('Rosalie Crutchley', 51), ('John Ruddock', 31), ('Arthur Walge', 0), ('Elspeth March', 42), ('Strelsa Brown', 16), ('Alfredo Varelli', 32), ('Roberto Ottaviano', 27), ('William Tubbs', 31), ('Pietro Tordi', 43), ('Lia DeLeo', 0), ('Sophia Loren', 338), ('Elizabeth Taylor', 394), ('Walter Pidgeon', 109)]"
"Sidney Poitier, Claudia McNeil, Ruby Dee, Diana Sands, Ivan Dixon, John Fiedler, Louis Gossett Jr., Stephen Perry, Joel Fluellen, Roy E. Glenn Sr., Ray Stubbs, Rudolph Monroe, Harry De Vere, Louis Terkel, Thomas D. Jones","[('Sidney Poitier', 245), ('Claudia McNeil', 62), ('Ruby Dee', 116), ('Diana Sands', 60), ('Ivan Dixon', 62), ('John Fiedler', 102), ('Louis Gossett Jr.', 152), ('Stephen Perry', 12), ('Joel Fluellen', 35), ('Roy E. Glenn Sr.', 45), ('Ray Stubbs', 25), ('Rudolph Monroe', 0), ('Harry De Vere', 19), ('Louis Terkel', 132), ('Thomas D. Jones', 46)]"
"Arnold Schwarzenegger, Kathryn Harrold, Sam Wanamaker, Paul Shenar, Robert Davi, Ed Lauter, Darren McGavin, Joe Regalbuto, Mordecai Lawner, Steven Hill, Blanche Baker, Robey, Mary Colquhoun, Victor Argo, John Hateley, George P. Wilbur, Steven Holt, Denver Mattson, John Malloy, Lorenzo Clemons, Dick Durock, Frank Ferrara, Thomas Rosales Jr., Jack Hallett, Leon Rippy, Jay Butler, Norman Max Maxwell, Tony DiBenedetto, Tom Hull, Mary Canon, Gary Houston, Greg Noonan, Steve Holt, Cedric Guthrie, Mary Cannon, Gary Olsen, Brooks Patterson Gardner, Patrick Miller, Jery Hewitt, James Eric, Ralph Foody, Howard Elfman, Jeff Ramsay, Bill McIntosh, Ted Grossman, Kent Hays, Jeff Ramsey, Cliff Happy, Michael Adams, Dean Smith, Greg Walker, Socorro Santiago, Richard McGough, Sharon Rice, R. Pickett Bugg, John Clark, Scott Blount, Phil Adams, Chuck Hart, Larry Holt, Ken Sprunt","[('Arnold Schwarzenegger', 363), ('Kathryn Harrold', 49), ('Sam Wanamaker', 93), ('Paul Shenar', 60), ('Robert Davi', 101), ('Ed Lauter', 88), ('Darren McGavin', 77), ('Joe Regalbuto', 44), ('Mordecai Lawner', 29), ('Steven Hill', 74), ('Blanche Baker', 60), ('Robey', 13), ('Mary Colquhoun', 22), ('Victor Argo', 75), ('John Hateley', 0), ('George P. Wilbur', 36), ('Steven Holt', 15), ('Denver Mattson', 0), ('John Malloy', 11), ('Lorenzo Clemons', 21), ('Dick Durock', 28), ('Frank Ferrara', 25), ('Thomas Rosales Jr.', 32), ('Jack Hallett', 21), ('Leon Rippy', 42), ('Jay Butler', 16), ('Norman Max Maxwell', 0), ('Tony DiBenedetto', 0), ('Tom Hull', 44), ('Mary Canon', 0), ('Gary Houston', 0), ('Greg Noonan', 4), ('Steve Holt', 13), ('Cedric Guthrie', 0), ('Mary Cannon', 24), ('Gary Olsen', 38), ('Brooks Patterson Gardner', 0), ('Patrick Miller', 47), ('Jery Hewitt', 0), ('James Eric', 30), ('Ralph Foody', 29), ('Howard Elfman', 0), ('Jeff Ramsay', 0), ('Bill McIntosh', 8), ('Ted Grossman', 6), ('Kent Hays', 0), ('Jeff Ramsey', 10), ('Cliff Happy', 0), ('Michael Adams', 271), ('Dean Smith', 65), ('Greg Walker', 17), ('Socorro Santiago', 23), ('Richard McGough', 18), ('Sharon Rice', 22), ('R. Pickett Bugg', 0), ('John Clark', 26), ('Scott Blount', 0), ('Phil Adams', 14), ('Chuck Hart', 16), ('Larry Holt', 0), ('Ken Sprunt', 0)]"
